"location_name","iso3","wb2021","cause","pp_aware","pp_trt","pp_ctrl","pp_initiation","pp_adherence","sp_aware","sp_trt","sp_ctrl","sp_initiation","sp_adherence"
"Sri Lanka","LKA","LMIC","ihd",0.473899394899287,0.181109269475173,0.0779954263575585,0.382168180471432,0.430653972508294,0.667,0.187715785075482,0.031285964179247,0.281432961132657,0.166666666666667
"Sudan","SDN","LIC","ihd",0.302852184690052,0.0918640488310091,0.0334381462455599,0.303329655439089,0.363995999208264,0.667,0.0593584315314772,0.0148396078828693,0.0889931507218548,0.25
"Suriname","SUR","UMIC","ihd",0.632233751320252,0.246898285681072,0.105197185300364,0.390517407787057,0.4260749928262,0.667,0.255997420775201,0.0698174783932366,0.383804229048277,0.272727272727273
"Sweden","SWE","HIC","ihd",0.587292257542416,0.292390276950471,0.140293433978095,0.497861623740805,0.47981566090811,0.667,0.443499464503081,0.251988332104023,0.664916738385428,0.568181818181818
"Switzerland","CHE","HIC","ihd",0.750922010010311,0.418712891400068,0.269816417906156,0.557598373490635,0.644394819094201,0.667,0.56777905489002,0.322601735732966,0.851242960854602,0.568181818181818
"Syrian Arab Republic","SYR","LIC","ihd",0.507482013952056,0.188624673598717,0.089029534983749,0.37168740647533,0.47199304992915,0.667,0.113025943206361,0.0282564858015903,0.169454187715684,0.25
"Taiwan (Province of China)","TWN","HIC","ihd",0.66483306988294,0.42324490763294,0.287648218449182,0.636618313387243,0.67962594058815,0.667,0.548574897678254,0.311690282771735,0.822451120956903,0.568181818181818
"Tajikistan","TJK","LMIC","ihd",0.449800706898498,0.139407548977891,0.0340860417565902,0.309931813889634,0.2445064274245,0.667,0.0693029111006646,0.0115504851834441,0.103902415443275,0.166666666666667
"Thailand","THA","UMIC","ihd",0.548027135556489,0.23686374127827,0.139324727543326,0.432211702505843,0.588206226885718,0.667,0.267861031001649,0.0730530084549951,0.401590751126909,0.272727272727273
"Timor-Leste","TLS","LMIC","ihd",0.364336221187807,0.108718411217435,0.0510448867310542,0.298401325190759,0.469514649445761,0.667,0.0847032288349436,0.0141172048058239,0.126991347578626,0.166666666666667
"Togo","TGO","LIC","ihd",0.386619706143719,0.0811961011767204,0.0384426858756307,0.210015423131425,0.473454825028626,0.667,0.0316929940504569,0.00792324851261422,0.0475157332090808,0.25
"Tonga","TON","UMIC","ihd",0.36161450963701,0.118532825159978,0.0420113649774853,0.327787801653648,0.354428108169908,0.667,0.0905076304822924,0.0246838992224434,0.135693598923977,0.272727272727273
"Trinidad and Tobago","TTO","HIC","ihd",0.610156906553123,0.271324262445443,0.120900828602757,0.444679490687401,0.445595346000682,0.667,0.35980868374673,0.204436752128824,0.539443303968111,0.568181818181818
