"location_name","iso3","cause","year","intervention","pp.cov.inc","sp.cov.inc","pp_cov","sp_cov","PP_eff","SP_eff","wb2021","location","location_ncdrisc"
"China","CHN","ihd",2028,"Scenario 1",0.09,0.09,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2028,"Scenario 2",0.09,0.09,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2028,"Scenario 3",0.15,0.15,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2028,"Scenario 4",0.27,0.27,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2028,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2028,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2028,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2028,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2028,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2028,"Baseline",0.031624434,0.031624434,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2028,"Scenario 1",0.09,0.09,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2028,"Scenario 2",0.09,0.09,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2028,"Scenario 3",0.15,0.15,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2028,"Scenario 4",0.27,0.27,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2028,"Baseline",0.031624434,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2028,"Scenario 1",0.09,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2028,"Scenario 2",0.09,0.09,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2028,"Scenario 3",0.15,0.15,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2028,"Scenario 4",0.27,0.27,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2029,"Baseline",0.036895173,0.036895173,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2029,"Scenario 1",0.105,0.105,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2029,"Scenario 2",0.105,0.105,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2029,"Scenario 3",0.175,0.175,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2029,"Scenario 4",0.315,0.315,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2029,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2029,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2029,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2029,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2029,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2029,"Baseline",0.036895173,0.036895173,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2029,"Scenario 1",0.105,0.105,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2029,"Scenario 2",0.105,0.105,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2029,"Scenario 3",0.175,0.175,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2029,"Scenario 4",0.315,0.315,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2029,"Baseline",0.036895173,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2029,"Scenario 1",0.105,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2029,"Scenario 2",0.105,0.105,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2029,"Scenario 3",0.175,0.175,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2029,"Scenario 4",0.315,0.315,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2030,"Baseline",0.042165912,0.042165912,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2030,"Scenario 1",0.12,0.12,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2030,"Scenario 2",0.12,0.12,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2030,"Scenario 3",0.2,0.2,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2030,"Scenario 4",0.36,0.36,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2030,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2030,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2030,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2030,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2030,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2030,"Baseline",0.042165912,0.042165912,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2030,"Scenario 1",0.12,0.12,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2030,"Scenario 2",0.12,0.12,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2030,"Scenario 3",0.2,0.2,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2030,"Scenario 4",0.36,0.36,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2030,"Baseline",0.042165912,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2030,"Scenario 1",0.12,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2030,"Scenario 2",0.12,0.12,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2030,"Scenario 3",0.2,0.2,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2030,"Scenario 4",0.36,0.36,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2031,"Baseline",0.047436651,0.047436651,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2031,"Scenario 1",0.135,0.135,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2031,"Scenario 2",0.135,0.135,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2031,"Scenario 3",0.225,0.225,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2031,"Scenario 4",0.405,0.405,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2031,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2031,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2031,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2031,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2031,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2031,"Baseline",0.047436651,0.047436651,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2031,"Scenario 1",0.135,0.135,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2031,"Scenario 2",0.135,0.135,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2031,"Scenario 3",0.225,0.225,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2031,"Scenario 4",0.405,0.405,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2031,"Baseline",0.047436651,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2031,"Scenario 1",0.135,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2031,"Scenario 2",0.135,0.135,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2031,"Scenario 3",0.225,0.225,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2031,"Scenario 4",0.405,0.405,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2032,"Baseline",0.05270739,0.05270739,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2032,"Scenario 1",0.15,0.15,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2032,"Scenario 2",0.15,0.15,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2032,"Scenario 3",0.25,0.25,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2032,"Scenario 4",0.45,0.45,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2032,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2032,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2032,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2032,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2032,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2032,"Baseline",0.05270739,0.05270739,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2032,"Scenario 1",0.15,0.15,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2032,"Scenario 2",0.15,0.15,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2032,"Scenario 3",0.25,0.25,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2032,"Scenario 4",0.45,0.45,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2032,"Baseline",0.05270739,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2032,"Scenario 1",0.15,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2032,"Scenario 2",0.15,0.15,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2032,"Scenario 3",0.25,0.25,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2032,"Scenario 4",0.45,0.45,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2033,"Baseline",0.057978129,0.057978129,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2033,"Scenario 1",0.165,0.165,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2033,"Scenario 2",0.165,0.165,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2033,"Scenario 3",0.275,0.275,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2033,"Scenario 4",0.495,0.495,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2033,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2033,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2033,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2033,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2033,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2033,"Baseline",0.057978129,0.057978129,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2033,"Scenario 1",0.165,0.165,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2033,"Scenario 2",0.165,0.165,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2033,"Scenario 3",0.275,0.275,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2033,"Scenario 4",0.495,0.495,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2033,"Baseline",0.057978129,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2033,"Scenario 1",0.165,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2033,"Scenario 2",0.165,0.165,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2033,"Scenario 3",0.275,0.275,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2033,"Scenario 4",0.495,0.495,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2034,"Baseline",0.063248868,0.063248868,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2034,"Scenario 1",0.18,0.18,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2034,"Scenario 2",0.18,0.18,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2034,"Scenario 3",0.3,0.3,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2034,"Scenario 4",0.54,0.54,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2034,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2034,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2034,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2034,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2034,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2034,"Baseline",0.063248868,0.063248868,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2034,"Scenario 1",0.18,0.18,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2034,"Scenario 2",0.18,0.18,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2034,"Scenario 3",0.3,0.3,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2034,"Scenario 4",0.54,0.54,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2034,"Baseline",0.063248868,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2034,"Scenario 1",0.18,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2034,"Scenario 2",0.18,0.18,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2034,"Scenario 3",0.3,0.3,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2034,"Scenario 4",0.54,0.54,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2035,"Baseline",0.068519607,0.068519607,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2035,"Scenario 1",0.195,0.195,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2035,"Scenario 2",0.195,0.195,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2035,"Scenario 3",0.325,0.325,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2035,"Scenario 4",0.585,0.585,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2035,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2035,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2035,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2035,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2035,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2035,"Baseline",0.068519607,0.068519607,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2035,"Scenario 1",0.195,0.195,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2035,"Scenario 2",0.195,0.195,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2035,"Scenario 3",0.325,0.325,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2035,"Scenario 4",0.585,0.585,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2035,"Baseline",0.068519607,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2035,"Scenario 1",0.195,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2035,"Scenario 2",0.195,0.195,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2035,"Scenario 3",0.325,0.325,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2035,"Scenario 4",0.585,0.585,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2036,"Baseline",0.073790346,0.073790346,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2036,"Scenario 1",0.21,0.21,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2036,"Scenario 2",0.21,0.21,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2036,"Scenario 3",0.35,0.35,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2036,"Scenario 4",0.63,0.63,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2036,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2036,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2036,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2036,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2036,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2036,"Baseline",0.073790346,0.073790346,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2036,"Scenario 1",0.21,0.21,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2036,"Scenario 2",0.21,0.21,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2036,"Scenario 3",0.35,0.35,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2036,"Scenario 4",0.63,0.63,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2036,"Baseline",0.073790346,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2036,"Scenario 1",0.21,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2036,"Scenario 2",0.21,0.21,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2036,"Scenario 3",0.35,0.35,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2036,"Scenario 4",0.63,0.63,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2037,"Baseline",0.079061085,0.079061085,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2037,"Scenario 1",0.225,0.225,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2037,"Scenario 2",0.225,0.225,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2037,"Scenario 3",0.375,0.375,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2037,"Scenario 4",0.675,0.675,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2037,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2037,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2037,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2037,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2037,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2037,"Baseline",0.079061085,0.079061085,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2037,"Scenario 1",0.225,0.225,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2037,"Scenario 2",0.225,0.225,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2037,"Scenario 3",0.375,0.375,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2037,"Scenario 4",0.675,0.675,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2037,"Baseline",0.079061085,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2037,"Scenario 1",0.225,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2037,"Scenario 2",0.225,0.225,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2037,"Scenario 3",0.375,0.375,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2037,"Scenario 4",0.675,0.675,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2038,"Baseline",0.084331824,0.084331824,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2038,"Scenario 1",0.24,0.24,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2038,"Scenario 2",0.24,0.24,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2038,"Scenario 3",0.4,0.4,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2038,"Scenario 4",0.72,0.72,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2038,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2038,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2038,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2038,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2038,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2038,"Baseline",0.084331824,0.084331824,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2038,"Scenario 1",0.24,0.24,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2038,"Scenario 2",0.24,0.24,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2038,"Scenario 3",0.4,0.4,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2038,"Scenario 4",0.72,0.72,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2038,"Baseline",0.084331824,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2038,"Scenario 1",0.24,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2038,"Scenario 2",0.24,0.24,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2038,"Scenario 3",0.4,0.4,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2038,"Scenario 4",0.700475826478096,0.72,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","ihd",2039,"Baseline",0.089602563,0.089602563,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2039,"Scenario 1",0.255,0.255,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2039,"Scenario 2",0.255,0.255,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2039,"Scenario 3",0.425,0.425,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2039,"Scenario 4",0.73381343510113,0.737957429730545,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
